file,field_or_heading,exact_claim_text,evidence_source,evidence_location,status
"src/content/templates/template-follow-up-pelanggan-excel.md","file_spec","4 sheet; macro: no; download: template-follow-up-pelanggan-excel.xlsx","workbook inspection","public/downloads/template-follow-up-pelanggan-excel.xlsx","verified"
"src/content/templates/template-form-permintaan-pembelian.md","file_spec","3 sheet; macro: no; download: template-form-permintaan-pembelian.xlsx","workbook inspection","public/downloads/template-form-permintaan-pembelian.xlsx","verified"
"src/content/templates/template-invoice-penjualan-umkm.md","file_spec","4 sheet; macro: no; download: template-invoice-penjualan-umkm.xlsx","workbook inspection","public/downloads/template-invoice-penjualan-umkm.xlsx","verified"
"src/content/templates/template-jadwal-belajar-siswa.md","file_spec","3 sheet; macro: no; download: template-jadwal-belajar-siswa.xlsx","workbook inspection","public/downloads/template-jadwal-belajar-siswa.xlsx","verified"
"src/content/templates/template-jadwal-kerja-mingguan.md","file_spec","3 sheet; macro: no; download: template-jadwal-kerja-mingguan.xlsx","workbook inspection","public/downloads/template-jadwal-kerja-mingguan.xlsx","verified"
"src/content/templates/template-jadwal-pembayaran-tagihan.md","file_spec","3 sheet; macro: no; download: template-jadwal-pembayaran-tagihan.xlsx","workbook inspection","public/downloads/template-jadwal-pembayaran-tagihan.xlsx","verified"
"src/content/templates/template-jadwal-shift-sederhana.md","file_spec","5 sheet; macro: no; download: template-jadwal-shift-sederhana.xlsx","workbook inspection","public/downloads/template-jadwal-shift-sederhana.xlsx","verified"
"src/content/templates/template-kalender-konten-media-sosial.md","file_spec","3 sheet; macro: no; download: template-kalender-konten-media-sosial.xlsx","workbook inspection","public/downloads/template-kalender-konten-media-sosial.xlsx","verified"
"src/content/templates/template-kalender-planner-2026.md","file_spec","6 sheet; macro: no; download: template-kalender-planner-2026.xlsx","workbook inspection","public/downloads/template-kalender-planner-2026.xlsx","verified"
"src/content/templates/template-kas-kecil-excel.md","file_spec","3 sheet; macro: no; download: template-kas-kecil-excel.xlsx","workbook inspection","public/downloads/template-kas-kecil-excel.xlsx","verified"
"src/content/templates/template-laba-rugi-sederhana-umkm.md","file_spec","3 sheet; macro: no; download: template-laba-rugi-sederhana-umkm.xlsx","workbook inspection","public/downloads/template-laba-rugi-sederhana-umkm.xlsx","verified"
"src/content/templates/template-laporan-penjualan-harian-umkm.md","file_spec","4 sheet; macro: no; download: template-laporan-penjualan-harian-umkm.xlsx","workbook inspection","public/downloads/template-laporan-penjualan-harian-umkm.xlsx","verified"
"src/content/templates/template-notulen-rapat-action-item.md","file_spec","5 sheet; macro: no; download: template-notulen-rapat-action-item.xlsx","workbook inspection","public/downloads/template-notulen-rapat-action-item.xlsx","verified"
"src/content/templates/template-pembukuan-pengeluaran-usaha.md","file_spec","5 sheet; macro: no; download: template-pembukuan-pengeluaran-usaha.xlsx","workbook inspection","public/downloads/template-pembukuan-pengeluaran-usaha.xlsx","verified"
"src/content/templates/template-pengeluaran-harian.md","file_spec","4 sheet; macro: no; download: template-pengeluaran-harian.xlsx","workbook inspection","public/downloads/template-pengeluaran-harian.xlsx","verified"
"src/content/templates/template-purchase-order-sederhana.md","file_spec","3 sheet; macro: no; download: template-purchase-order-sederhana.xlsx","workbook inspection","public/downloads/template-purchase-order-sederhana.xlsx","verified"
"src/content/templates/template-rekap-penjualan-bulanan.md","file_spec","3 sheet; macro: no; download: template-rekap-penjualan-bulanan.xlsx","workbook inspection","public/downloads/template-rekap-penjualan-bulanan.xlsx","verified"
"src/content/templates/template-rekap-pesanan-pelanggan.md","file_spec","3 sheet; macro: no; download: template-rekap-pesanan-pelanggan.xlsx","workbook inspection","public/downloads/template-rekap-pesanan-pelanggan.xlsx","verified"
"src/content/templates/template-rencana-proyek-sederhana.md","file_spec","3 sheet; macro: no; download: template-rencana-proyek-sederhana.xlsx","workbook inspection","public/downloads/template-rencana-proyek-sederhana.xlsx","verified"
"src/content/templates/template-stok-barang-excel-gratis.md","file_spec","4 sheet; macro: no; download: template-stok-barang-excel-gratis.xlsx","workbook inspection","public/downloads/template-stok-barang-excel-gratis.xlsx","verified"
"src/content/templates/template-surat-jalan-excel.md","file_spec","3 sheet; macro: no; download: template-surat-jalan-excel.xlsx","workbook inspection","public/downloads/template-surat-jalan-excel.xlsx","verified"
"src/content/templates/template-target-tabungan.md","file_spec","4 sheet; macro: no; download: template-target-tabungan.xlsx","workbook inspection","public/downloads/template-target-tabungan.xlsx","verified"
"src/content/templates/template-task-tracker-kanban-excel.md","file_spec","4 sheet; macro: no; download: template-task-tracker-kanban-excel.xlsx","workbook inspection","public/downloads/template-task-tracker-kanban-excel.xlsx","verified"
"src/content/templates/template-tracker-cicilan-hutang.md","file_spec","4 sheet; macro: no; download: template-tracker-cicilan-hutang.xlsx","workbook inspection","public/downloads/template-tracker-cicilan-hutang.xlsx","verified"
"src/content/templates/template-tracker-proyek-sederhana.md","file_spec","6 sheet; macro: no; download: template-tracker-proyek-sederhana.xlsx","workbook inspection","public/downloads/template-tracker-proyek-sederhana.xlsx","verified"
"src/content/guides/panduan-arus-kas-sederhana-umkm.md","editorial scope","Instructional claims use current Markdown, repository relations, and conservative version wording.","current Markdown and primary documentation review","src/content/guides/panduan-arus-kas-sederhana-umkm.md","verified"
"src/content/guides/panduan-audit-rumus-excel.md","editorial scope","Instructional claims use current Markdown, repository relations, and conservative version wording.","current Markdown and primary documentation review","src/content/guides/panduan-audit-rumus-excel.md","verified"
"src/content/guides/panduan-budget-pribadi-sebagai-catatan.md","editorial scope","Instructional claims use current Markdown, repository relations, and conservative version wording.","current Markdown and primary documentation review","src/content/guides/panduan-budget-pribadi-sebagai-catatan.md","verified"
"src/content/guides/panduan-checklist-kualitas-file-excel.md","editorial scope","Instructional claims use current Markdown, repository relations, and conservative version wording.","current Markdown and primary documentation review","src/content/guides/panduan-checklist-kualitas-file-excel.md","verified"
"src/content/guides/panduan-conditional-formatting-sebagai-alarm.md","editorial scope","Instructional claims use current Markdown, repository relations, and conservative version wording.","current Markdown and primary documentation review","src/content/guides/panduan-conditional-formatting-sebagai-alarm.md","verified"
"src/content/guides/panduan-dashboard-sederhana-excel.md","editorial scope","Instructional claims use current Markdown, repository relations, and conservative version wording.","current Markdown and primary documentation review","src/content/guides/panduan-dashboard-sederhana-excel.md","verified"
"src/content/guides/panduan-data-model-excel.md","editorial scope","Instructional claims use current Markdown, repository relations, and conservative version wording.","current Markdown and primary documentation review","src/content/guides/panduan-data-model-excel.md","verified"
"src/content/guides/panduan-dropdown-data-validation-excel.md","editorial scope","Instructional claims use current Markdown, repository relations, and conservative version wording.","current Markdown and primary documentation review","src/content/guides/panduan-dropdown-data-validation-excel.md","verified"
"src/content/guides/panduan-dropdown-dinamis-excel.md","editorial scope","Instructional claims use current Markdown, repository relations, and conservative version wording.","current Markdown and primary documentation review","src/content/guides/panduan-dropdown-dinamis-excel.md","verified"
"src/content/guides/panduan-dynamic-array-spill-excel.md","editorial scope","Instructional claims use current Markdown, repository relations, and conservative version wording.","current Markdown and primary documentation review","src/content/guides/panduan-dynamic-array-spill-excel.md","verified"
"src/content/guides/panduan-excel-table-untuk-template.md","editorial scope","Instructional claims use current Markdown, repository relations, and conservative version wording.","current Markdown and primary documentation review","src/content/guides/panduan-excel-table-untuk-template.md","verified"
"src/content/guides/panduan-excel-table-vs-range.md","editorial scope","Instructional claims use current Markdown, repository relations, and conservative version wording.","current Markdown and primary documentation review","src/content/guides/panduan-excel-table-vs-range.md","verified"
"src/content/guides/panduan-file-excel-rapi-untuk-dipakai-rutin.md","editorial scope","Instructional claims use current Markdown, repository relations, and conservative version wording.","current Markdown and primary documentation review","src/content/guides/panduan-file-excel-rapi-untuk-dipakai-rutin.md","verified"
"src/content/guides/panduan-memilih-template-excel-umkm.md","editorial scope","Instructional claims use current Markdown, repository relations, and conservative version wording.","current Markdown and primary documentation review","src/content/guides/panduan-memilih-template-excel-umkm.md","verified"
"src/content/guides/panduan-parameter-power-query.md","editorial scope","Instructional claims use current Markdown, repository relations, and conservative version wording.","current Markdown and primary documentation review","src/content/guides/panduan-parameter-power-query.md","verified"
"src/content/guides/panduan-pivottable-dua-tabel.md","editorial scope","Instructional claims use current Markdown, repository relations, and conservative version wording.","current Markdown and primary documentation review","src/content/guides/panduan-pivottable-dua-tabel.md","verified"
"src/content/guides/panduan-power-query-append.md","editorial scope","Instructional claims use current Markdown, repository relations, and conservative version wording.","current Markdown and primary documentation review","src/content/guides/panduan-power-query-append.md","verified"
"src/content/guides/panduan-power-query-data-asli.md","editorial scope","Instructional claims use current Markdown, repository relations, and conservative version wording.","current Markdown and primary documentation review","src/content/guides/panduan-power-query-data-asli.md","verified"
"src/content/guides/panduan-power-query-merge-vs-append.md","editorial scope","Instructional claims use current Markdown, repository relations, and conservative version wording.","current Markdown and primary documentation review","src/content/guides/panduan-power-query-merge-vs-append.md","verified"
"src/content/guides/panduan-power-query-unpivot.md","editorial scope","Instructional claims use current Markdown, repository relations, and conservative version wording.","current Markdown and primary documentation review","src/content/guides/panduan-power-query-unpivot.md","verified"
"src/content/guides/panduan-rekap-penjualan-harian-excel.md","editorial scope","Instructional claims use current Markdown, repository relations, and conservative version wording.","current Markdown and primary documentation review","src/content/guides/panduan-rekap-penjualan-harian-excel.md","verified"
"src/content/guides/panduan-rumus-filter-laporan.md","editorial scope","Instructional claims use current Markdown, repository relations, and conservative version wording.","current Markdown and primary documentation review","src/content/guides/panduan-rumus-filter-laporan.md","verified"
"src/content/guides/panduan-rumus-let-excel.md","editorial scope","Instructional claims use current Markdown, repository relations, and conservative version wording.","current Markdown and primary documentation review","src/content/guides/panduan-rumus-let-excel.md","verified"
"src/content/guides/panduan-sparklines-excel.md","editorial scope","Instructional claims use current Markdown, repository relations, and conservative version wording.","current Markdown and primary documentation review","src/content/guides/panduan-sparklines-excel.md","verified"
"src/content/guides/panduan-structured-references-excel-table.md","editorial scope","Instructional claims use current Markdown, repository relations, and conservative version wording.","current Markdown and primary documentation review","src/content/guides/panduan-structured-references-excel-table.md","verified"
"src/content/guides/panduan-textsplit-excel.md","editorial scope","Instructional claims use current Markdown, repository relations, and conservative version wording.","current Markdown and primary documentation review","src/content/guides/panduan-textsplit-excel.md","verified"
"src/content/guides/panduan-unique-sort-excel.md","editorial scope","Instructional claims use current Markdown, repository relations, and conservative version wording.","current Markdown and primary documentation review","src/content/guides/panduan-unique-sort-excel.md","verified"
"src/content/guides/panduan-validasi-data-formula-kustom.md","editorial scope","Instructional claims use current Markdown, repository relations, and conservative version wording.","current Markdown and primary documentation review","src/content/guides/panduan-validasi-data-formula-kustom.md","verified"
"src/content/formulas/rumus-countifs-dashboard-status.md","editorial scope","Instructional claims use current Markdown, repository relations, and conservative version wording.","current Markdown and primary documentation review","src/content/formulas/rumus-countifs-dashboard-status.md","verified"
"src/content/formulas/rumus-filter-daftar-dinamis.md","editorial scope","Instructional claims use current Markdown, repository relations, and conservative version wording.","current Markdown and primary documentation review","src/content/formulas/rumus-filter-daftar-dinamis.md","verified"
"src/content/formulas/rumus-if-ifs-status-prioritas.md","editorial scope","Instructional claims use current Markdown, repository relations, and conservative version wording.","current Markdown and primary documentation review","src/content/formulas/rumus-if-ifs-status-prioritas.md","verified"
"src/content/formulas/rumus-iferror-template-rapi.md","editorial scope","Instructional claims use current Markdown, repository relations, and conservative version wording.","current Markdown and primary documentation review","src/content/formulas/rumus-iferror-template-rapi.md","verified"
"src/content/formulas/rumus-sumifs-rekap-kategori.md","editorial scope","Instructional claims use current Markdown, repository relations, and conservative version wording.","current Markdown and primary documentation review","src/content/formulas/rumus-sumifs-rekap-kategori.md","verified"
"src/content/formulas/rumus-xlookup-vlookup-data.md","editorial scope","Instructional claims use current Markdown, repository relations, and conservative version wording.","current Markdown and primary documentation review","src/content/formulas/rumus-xlookup-vlookup-data.md","verified"
"src/content/troubleshooting/masalah-angka-tidak-terjumlah-format-teks.md","editorial scope","Instructional claims use current Markdown, repository relations, and conservative version wording.","current Markdown and primary documentation review","src/content/troubleshooting/masalah-angka-tidak-terjumlah-format-teks.md","verified"
"src/content/troubleshooting/masalah-dropdown-data-validation-tidak-muncul.md","editorial scope","Instructional claims use current Markdown, repository relations, and conservative version wording.","current Markdown and primary documentation review","src/content/troubleshooting/masalah-dropdown-data-validation-tidak-muncul.md","verified"
"src/content/troubleshooting/masalah-file-excel-berantakan-google-sheets.md","editorial scope","Instructional claims use current Markdown, repository relations, and conservative version wording.","current Markdown and primary documentation review","src/content/troubleshooting/masalah-file-excel-berantakan-google-sheets.md","verified"
"src/content/troubleshooting/masalah-sumifs-countifs-hasil-nol.md","editorial scope","Instructional claims use current Markdown, repository relations, and conservative version wording.","current Markdown and primary documentation review","src/content/troubleshooting/masalah-sumifs-countifs-hasil-nol.md","verified"
"src/content/troubleshooting/masalah-tanggal-salah-format-excel.md","editorial scope","Instructional claims use current Markdown, repository relations, and conservative version wording.","current Markdown and primary documentation review","src/content/troubleshooting/masalah-tanggal-salah-format-excel.md","verified"
"src/content/troubleshooting/masalah-vlookup-xlookup-na.md","editorial scope","Instructional claims use current Markdown, repository relations, and conservative version wording.","current Markdown and primary documentation review","src/content/troubleshooting/masalah-vlookup-xlookup-na.md","verified"
"src/content/collections/koleksi-administrasi-umkm.md","editorial scope","Instructional claims use current Markdown, repository relations, and conservative version wording.","current Markdown and primary documentation review","src/content/collections/koleksi-administrasi-umkm.md","verified"
"src/content/collections/koleksi-template-keuangan-pribadi.md","editorial scope","Instructional claims use current Markdown, repository relations, and conservative version wording.","current Markdown and primary documentation review","src/content/collections/koleksi-template-keuangan-pribadi.md","verified"
"src/content/collections/koleksi-template-produktivitas-kerja.md","editorial scope","Instructional claims use current Markdown, repository relations, and conservative version wording.","current Markdown and primary documentation review","src/content/collections/koleksi-template-produktivitas-kerja.md","verified"
